,Date,Value,Ticker
1552,2015-12-31,-234.07,SUI
1553,2015-09-30,-260.82,SUI
1554,2015-06-30,-219.18,SUI
1555,2015-03-31,-129.39,SUI
1556,2014-12-31,-407.90,SUI
1557,2014-09-30,-95.88,SUI
1558,2014-06-30,-124.30,SUI
1559,2014-03-31,-93.34,SUI
1560,2013-12-31,-187.92,SUI
1561,2013-09-30,-128.32,SUI
1562,2013-06-30,-111.50,SUI
1563,2013-03-31,-9.88,SUI
1564,2012-12-31,-286.03,SUI
1565,2012-09-30,-30.88,SUI
1566,2012-06-30,-16.06,SUI
1567,2012-03-31,-7.28,SUI
1568,2011-12-31,-20.55,SUI
1569,2011-09-30,-14.74,SUI
1570,2011-06-30,-8.10,SUI
1571,2011-03-31,1.52,SUI
1572,2010-12-31,11.38,SUI
1573,2010-09-30,8.47,SUI
1574,2010-06-30,11.00,SUI
1575,2010-03-31,8.43,SUI
1576,2009-12-31,14.79,SUI
1577,2009-09-30,14.76,SUI
1578,2009-06-30,15.22,SUI
1579,2009-03-31,8.63,SUI
1580,,,DAR
1581,2021-12-31,434.94,DAR
1582,2021-09-30,264.12,DAR
1583,2021-06-30,174.91,DAR
1584,2021-03-31,79.68,DAR
1585,2020-12-31,347.33,DAR
1586,2020-09-30,286.79,DAR
1587,2020-06-30,141.50,DAR
1588,2020-03-31,-26.67,DAR
1589,2019-12-31,21.36,DAR
1590,2019-09-30,32.99,DAR
1591,2019-06-30,-3.75,DAR
1592,2019-03-31,-27.80,DAR
1593,2018-12-31,96.05,DAR
1594,2018-09-30,-10.67,DAR
1595,2018-06-30,-8.84,DAR
1596,2018-03-31,-28.18,DAR
1597,2017-12-31,144.36,DAR
1598,2017-09-30,77.28,DAR
1599,2017-06-30,73.32,DAR
1600,2017-03-31,33.51,DAR
1601,2016-12-31,154.80,DAR
1602,2016-09-30,116.83,DAR
1603,2016-06-30,61.23,DAR
1604,2016-03-31,-6.91,DAR
1605,2015-12-31,194.95,DAR
1606,2015-09-30,136.86,DAR
1607,2015-06-30,90.31,DAR
1608,2015-03-31,8.94,DAR
1609,2014-12-31,55.52,DAR
1610,2014-09-30,28.12,DAR
1611,2014-06-30,-60.20,DAR
1612,2014-03-31,-80.54,DAR
1613,2013-12-31,94.77,DAR
1614,2013-09-30,84.65,DAR
1615,2013-06-30,75.78,DAR
1616,2013-03-31,33.50,DAR
1617,2012-12-31,137.99,DAR
1618,2012-09-30,115.41,DAR
1619,2012-06-30,90.98,DAR
1620,2012-03-31,31.11,DAR
1621,2011-12-31,182.24,DAR
1622,2011-09-30,131.15,DAR
1623,2011-06-30,91.30,DAR
1624,2011-03-31,68.22,DAR
1625,2010-12-31,57.41,DAR
1626,2010-09-30,32.41,DAR
1627,2010-06-30,17.33,DAR
1628,2010-03-31,10.22,DAR
1629,2009-12-31,57.46,DAR
1630,2009-09-30,37.21,DAR
1631,2009-06-30,22.15,DAR
1632,2009-03-31,1.30,DAR
